2022-06-15 17:10:43,517 INFO    BackendThr:226877 [internal.py:wandb_internal():90] W&B internal server running at pid: 226877, started at: 2022-06-15 17:10:43.517588
2022-06-15 17:10:43,518 INFO    MainThread:226877 [wandb_init.py:init():525] backend started and connected
2022-06-15 17:10:43,518 DEBUG   MainThread:226877 [config_util.py:dict_from_config_file():100] no default config file found in config-defaults.yaml
2022-06-15 17:10:43,524 INFO    MainThread:226877 [wandb_init.py:init():596] updated telemetry
2022-06-15 17:10:43,524 DEBUG   SenderThread:226877 [sender.py:send():232] send: header
2022-06-15 17:10:43,524 INFO    WriterThread:226877 [datastore.py:open_for_write():75] open: /home/aneesh/github/slot_vqa/wandb/run-20220615_171043-2e4f6080/run-2e4f6080.wandb
2022-06-15 17:10:43,534 INFO    MainThread:226877 [wandb_init.py:init():627] communicating run to backend with 30 second timeout
2022-06-15 17:10:43,535 DEBUG   SenderThread:226877 [sender.py:send():232] send: run
2022-06-15 17:10:43,745 INFO    SenderThread:226877 [dir_watcher.py:__init__():197] watching files in: /home/aneesh/github/slot_vqa/wandb/run-20220615_171043-2e4f6080/files
2022-06-15 17:10:43,746 INFO    SenderThread:226877 [sender.py:_start_run_threads():811] run started: 2e4f6080 with start time 1655305843
2022-06-15 17:10:43,747 INFO    MainThread:226877 [wandb_run.py:_on_init():1924] communicating current version
2022-06-15 17:10:43,748 DEBUG   SenderThread:226877 [sender.py:send():232] send: summary
2022-06-15 17:10:43,748 DEBUG   HandlerThread:226877 [handler.py:handle_request():141] handle_request: check_version
2022-06-15 17:10:43,748 INFO    SenderThread:226877 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-06-15 17:10:43,748 DEBUG   SenderThread:226877 [sender.py:send_request():246] send_request: check_version
2022-06-15 17:10:43,796 INFO    MainThread:226877 [wandb_run.py:_on_init():1928] got version response upgrade_message: "wandb version 0.12.18 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2022-06-15 17:10:43,796 INFO    MainThread:226877 [wandb_init.py:init():662] starting run threads in backend
2022-06-15 17:10:43,797 DEBUG   HandlerThread:226877 [handler.py:handle_request():141] handle_request: run_start
2022-06-15 17:10:43,800 DEBUG   HandlerThread:226877 [meta.py:__init__():35] meta init
2022-06-15 17:10:43,800 DEBUG   HandlerThread:226877 [meta.py:__init__():49] meta init done
2022-06-15 17:10:43,800 DEBUG   HandlerThread:226877 [meta.py:probe():209] probe
