2022-06-09 12:38:07,312 INFO    BackendThr:149064 [internal.py:wandb_internal():90] W&B internal server running at pid: 149064, started at: 2022-06-09 12:38:07.312521
2022-06-09 12:38:07,313 INFO    MainThread:149064 [wandb_init.py:init():525] backend started and connected
2022-06-09 12:38:07,313 DEBUG   MainThread:149064 [config_util.py:dict_from_config_file():100] no default config file found in config-defaults.yaml
2022-06-09 12:38:07,319 INFO    MainThread:149064 [wandb_init.py:init():596] updated telemetry
2022-06-09 12:38:07,320 INFO    WriterThread:149064 [datastore.py:open_for_write():75] open: /home/aneesh/github/slot_vqa/wandb/run-20220609_123807-h5mspcyn/run-h5mspcyn.wandb
2022-06-09 12:38:07,320 DEBUG   SenderThread:149064 [sender.py:send():232] send: header
2022-06-09 12:38:07,330 INFO    MainThread:149064 [wandb_init.py:init():627] communicating run to backend with 30 second timeout
2022-06-09 12:38:07,331 DEBUG   SenderThread:149064 [sender.py:send():232] send: run
2022-06-09 12:38:07,542 INFO    SenderThread:149064 [dir_watcher.py:__init__():197] watching files in: /home/aneesh/github/slot_vqa/wandb/run-20220609_123807-h5mspcyn/files
2022-06-09 12:38:07,542 INFO    SenderThread:149064 [sender.py:_start_run_threads():811] run started: h5mspcyn with start time 1654771087
2022-06-09 12:38:07,544 INFO    MainThread:149064 [wandb_run.py:_on_init():1924] communicating current version
2022-06-09 12:38:07,544 DEBUG   SenderThread:149064 [sender.py:send():232] send: summary
2022-06-09 12:38:07,544 DEBUG   HandlerThread:149064 [handler.py:handle_request():141] handle_request: check_version
2022-06-09 12:38:07,545 INFO    SenderThread:149064 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-06-09 12:38:07,545 DEBUG   SenderThread:149064 [sender.py:send_request():246] send_request: check_version
2022-06-09 12:38:07,593 INFO    MainThread:149064 [wandb_run.py:_on_init():1928] got version response 
2022-06-09 12:38:07,593 INFO    MainThread:149064 [wandb_init.py:init():662] starting run threads in backend
2022-06-09 12:38:07,594 DEBUG   HandlerThread:149064 [handler.py:handle_request():141] handle_request: run_start
2022-06-09 12:38:07,596 DEBUG   HandlerThread:149064 [meta.py:__init__():35] meta init
2022-06-09 12:38:07,596 DEBUG   HandlerThread:149064 [meta.py:__init__():49] meta init done
2022-06-09 12:38:07,597 DEBUG   HandlerThread:149064 [meta.py:probe():209] probe
2022-06-09 12:38:07,602 DEBUG   HandlerThread:149064 [meta.py:_setup_git():199] setup git
2022-06-09 12:38:07,620 DEBUG   HandlerThread:149064 [meta.py:_setup_git():206] setup git done
2022-06-09 12:38:07,621 DEBUG   HandlerThread:149064 [meta.py:_save_code():87] save code
2022-06-09 12:38:07,629 DEBUG   HandlerThread:149064 [meta.py:_save_code():108] save code done
2022-06-09 12:38:07,629 DEBUG   HandlerThread:149064 [meta.py:_save_patches():125] save patches
2022-06-09 12:38:07,679 DEBUG   HandlerThread:149064 [meta.py:_save_patches():167] save patches done
2022-06-09 12:38:07,679 DEBUG   HandlerThread:149064 [meta.py:_save_pip():53] save pip
2022-06-09 12:38:07,680 DEBUG   HandlerThread:149064 [meta.py:_save_pip():67] save pip done
2022-06-09 12:38:07,680 DEBUG   HandlerThread:149064 [meta.py:_save_conda():74] save conda
2022-06-09 12:38:08,545 INFO    Thread-10 :149064 [dir_watcher.py:_on_file_created():244] file/dir created: /home/aneesh/github/slot_vqa/wandb/run-20220609_123807-h5mspcyn/files/conda-environment.yaml
2022-06-09 12:38:08,545 INFO    Thread-10 :149064 [dir_watcher.py:_on_file_created():244] file/dir created: /home/aneesh/github/slot_vqa/wandb/run-20220609_123807-h5mspcyn/files/diff.patch
2022-06-09 12:38:08,546 INFO    Thread-10 :149064 [dir_watcher.py:_on_file_created():244] file/dir created: /home/aneesh/github/slot_vqa/wandb/run-20220609_123807-h5mspcyn/files/wandb-summary.json
2022-06-09 12:38:08,546 INFO    Thread-10 :149064 [dir_watcher.py:_on_file_created():244] file/dir created: /home/aneesh/github/slot_vqa/wandb/run-20220609_123807-h5mspcyn/files/requirements.txt
2022-06-09 12:38:08,546 INFO    Thread-10 :149064 [dir_watcher.py:_on_file_created():244] file/dir created: /home/aneesh/github/slot_vqa/wandb/run-20220609_123807-h5mspcyn/files/code/train.py
