2022-06-09 17:23:12,276 INFO    BackendThr:151072 [internal.py:wandb_internal():90] W&B internal server running at pid: 151072, started at: 2022-06-09 17:23:12.276302
2022-06-09 17:23:12,277 INFO    MainThread:151072 [wandb_init.py:init():525] backend started and connected
2022-06-09 17:23:12,277 DEBUG   MainThread:151072 [config_util.py:dict_from_config_file():100] no default config file found in config-defaults.yaml
2022-06-09 17:23:12,283 INFO    MainThread:151072 [wandb_init.py:init():596] updated telemetry
2022-06-09 17:23:12,283 DEBUG   SenderThread:151072 [sender.py:send():232] send: header
2022-06-09 17:23:12,284 INFO    WriterThread:151072 [datastore.py:open_for_write():75] open: /home/aneesh/github/slot_vqa/wandb/run-20220609_172312-r6sbaz0n/run-r6sbaz0n.wandb
2022-06-09 17:23:12,293 INFO    MainThread:151072 [wandb_init.py:init():627] communicating run to backend with 30 second timeout
2022-06-09 17:23:12,294 DEBUG   SenderThread:151072 [sender.py:send():232] send: run
2022-06-09 17:23:12,577 INFO    SenderThread:151072 [dir_watcher.py:__init__():197] watching files in: /home/aneesh/github/slot_vqa/wandb/run-20220609_172312-r6sbaz0n/files
2022-06-09 17:23:12,578 INFO    SenderThread:151072 [sender.py:_start_run_threads():811] run started: r6sbaz0n with start time 1654788192
2022-06-09 17:23:12,579 INFO    MainThread:151072 [wandb_run.py:_on_init():1924] communicating current version
2022-06-09 17:23:12,579 DEBUG   SenderThread:151072 [sender.py:send():232] send: summary
2022-06-09 17:23:12,580 DEBUG   HandlerThread:151072 [handler.py:handle_request():141] handle_request: check_version
2022-06-09 17:23:12,580 INFO    SenderThread:151072 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-06-09 17:23:12,580 DEBUG   SenderThread:151072 [sender.py:send_request():246] send_request: check_version
2022-06-09 17:23:12,649 INFO    MainThread:151072 [wandb_run.py:_on_init():1928] got version response 
2022-06-09 17:23:12,649 INFO    MainThread:151072 [wandb_init.py:init():662] starting run threads in backend
2022-06-09 17:23:12,650 DEBUG   HandlerThread:151072 [handler.py:handle_request():141] handle_request: run_start
2022-06-09 17:23:12,653 DEBUG   HandlerThread:151072 [meta.py:__init__():35] meta init
