2022-06-15 17:28:31,804 INFO    BackendThr:228254 [internal.py:wandb_internal():90] W&B internal server running at pid: 228254, started at: 2022-06-15 17:28:31.804258
2022-06-15 17:28:31,805 INFO    MainThread:228254 [wandb_init.py:init():525] backend started and connected
2022-06-15 17:28:31,805 DEBUG   MainThread:228254 [config_util.py:dict_from_config_file():100] no default config file found in config-defaults.yaml
2022-06-15 17:28:31,810 INFO    MainThread:228254 [wandb_init.py:init():596] updated telemetry
2022-06-15 17:28:31,812 DEBUG   SenderThread:228254 [sender.py:send():232] send: header
2022-06-15 17:28:31,811 INFO    WriterThread:228254 [datastore.py:open_for_write():75] open: /home/aneesh/github/slot_vqa/wandb/run-20220615_172831-3ivul404/run-3ivul404.wandb
2022-06-15 17:28:31,821 INFO    MainThread:228254 [wandb_init.py:init():627] communicating run to backend with 30 second timeout
2022-06-15 17:28:31,823 DEBUG   SenderThread:228254 [sender.py:send():232] send: run
2022-06-15 17:28:32,527 INFO    SenderThread:228254 [dir_watcher.py:__init__():197] watching files in: /home/aneesh/github/slot_vqa/wandb/run-20220615_172831-3ivul404/files
2022-06-15 17:28:32,527 INFO    SenderThread:228254 [sender.py:_start_run_threads():811] run started: 3ivul404 with start time 1655306911
2022-06-15 17:28:32,530 INFO    MainThread:228254 [wandb_run.py:_on_init():1924] communicating current version
2022-06-15 17:28:32,531 DEBUG   HandlerThread:228254 [handler.py:handle_request():141] handle_request: check_version
2022-06-15 17:28:32,531 DEBUG   SenderThread:228254 [sender.py:send():232] send: summary
2022-06-15 17:28:32,531 INFO    SenderThread:228254 [sender.py:_save_file():948] saving file wandb-summary.json with policy end
2022-06-15 17:28:32,531 DEBUG   SenderThread:228254 [sender.py:send_request():246] send_request: check_version
2022-06-15 17:28:32,585 INFO    MainThread:228254 [wandb_run.py:_on_init():1928] got version response upgrade_message: "wandb version 0.12.18 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2022-06-15 17:28:32,585 INFO    MainThread:228254 [wandb_init.py:init():662] starting run threads in backend
2022-06-15 17:28:32,586 DEBUG   HandlerThread:228254 [handler.py:handle_request():141] handle_request: run_start
2022-06-15 17:28:32,588 DEBUG   HandlerThread:228254 [meta.py:__init__():35] meta init
2022-06-15 17:28:32,589 DEBUG   HandlerThread:228254 [meta.py:__init__():49] meta init done
2022-06-15 17:28:32,589 DEBUG   HandlerThread:228254 [meta.py:probe():209] probe
2022-06-15 17:28:32,594 DEBUG   HandlerThread:228254 [meta.py:_setup_git():199] setup git
2022-06-15 17:28:32,615 DEBUG   HandlerThread:228254 [meta.py:_setup_git():206] setup git done
2022-06-15 17:28:32,615 DEBUG   HandlerThread:228254 [meta.py:_save_code():87] save code
2022-06-15 17:28:32,624 DEBUG   HandlerThread:228254 [meta.py:_save_code():108] save code done
2022-06-15 17:28:32,624 DEBUG   HandlerThread:228254 [meta.py:_save_patches():125] save patches
